Course Code,Course Title,Units,Terms Offered,Description
ENGIN 183E,technolog entrepreneurship,3 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",thi cours explor key entrepreneuri concept relev world topic includ entrepreneuri perspect strategi busi idea evalu busi plan write introduct entrepreneuri financ ventur capit manag growth deliv innov product thi cours prepar technic busi mind student career focus entrepreneurship intrapreneurship
ENGIN 184,write robot,3 Units,Terms offered: Spring 2024,thi cours survey analyz account
ENGIN 185,the art stem commun,3 Units,"Terms offered: Summer 2023 First 6 Week Session, Spring 2023, Spring 2022",thi cours provid engin major fundament skill effect technic commun dure cours semest student develop commun public dissemin cover project initi within uc berkeley colleg engin thi work call student cultiv interest broad rang topic relat engin b becom engag critic
ENGIN 187,global engin the challeng global disrupt innov,1 or 2 Units,Terms offered: Fall 2019,the cours examin challeng innov beyond new technolog develop challeng global expans issu unintend consequ technolog abil technolog support hinder social justic the cours provid exampl varieti global locat latin america southeast asia africa china india util case exampl written present speaker illustr challeng face
ENGIN 194,undergradu research,3 Units,"Terms offered: Spring 2024, Fall 2023, Spring 2023",student complet satisfactori number advanc cours may pursu origin research direct one member staff final report present requir
ENGIN 195A,engin scienc senior thesi research,1 - 3 Units,"Terms offered: Fall 2023, Fall 2022",thesi work supervis faculti member to obtain full credit student must submit satisfactori thesi end two semest research a total four unit must taken the unit must distribut two semest unit unit note complet senior thesi contribut toward graduat requir
ENGIN 195B,engin scienc senior thesi research,1 - 3 Units,"Terms offered: Spring 2024, Spring 2023",thesi work supervis faculti member to obtain full credit student must submit satisfactori thesi end two semest research a total four unit must taken the unit must distribut two semest unit unit note complet senior thesi
ENGIN 198,direct group studi advanc undergradu,1 - 4 Units,"Terms offered: Spring 2024, Fall 2023, Summer 2023 First 6 Week Session",group studi select topic
ENGIN 200,ethic engin societi,1 Unit,Terms offered: Prior to 2007,how identifi analyz ethic issu engin how leav room rapid disrupt innov respons consid impact technolog societi identifi new ethic challeng aris thi cours provid introduct theori concept method human social scienc appli ethic problem engin
ENGIN 201,graduat ocean engin seminar,2 Units,"Terms offered: Spring 2024, Spring 2023, Spring 2022",lectur new develop ocean offshor arctic engin
ENGIN 202A,human center design method problem frame user research,1 Unit,Terms offered: Not yet offered,thi cours provid introduct design method use develop innov realist engin product servic system design method tool introduc student design abil develop via seri short design process modul design research analysi synthesi concept gener creativ student expect use tool method profession practic consid
ENGIN 202B,design human bodi,1 Unit,Terms offered: Prior to 2007,student learn bodi transfer load daili activ extern intern devic design impact bodi function some exampl includ impact phone use forward flexion neck asymmetr spinal load due shoulder bag impact factori worker militari personnel the role design intern extern devic present case studi
ENGIN 204A,digit transform industri,1 Unit,Terms offered: Prior to 2007,the purpos cours make student fluent context concept key content technolog drive collect known digit transform dt specif focu industri impact dt captur term industri thi topic quit import millennia improv circumst manag materi surround tool shelter suppli land access
ENGIN 204B,the flow power inform money tomorrow smart grid,1 Unit,Terms offered: Prior to 2007,we begin survey electr grid landscap smart meter renew flexibl load electr vehicl storag innov tariff we introduc energi econom focu electr market consum produc behavior we analyz problem deep renew integr pose grid oper reliabl we explor demand respons distribut resourc enabl renew integr tomorrow
ENGIN 210A,a first cours renew energi,1 Unit,Terms offered: Prior to 2007,thi engin introduct renew energi technolog potenti the cours aim introduc gener audienc basic concept renew energi topic cover includ solar energi ocean energi wind energi geotherm energi some mathemat criteria cover betz limit wind limit wec point absorb each lectur contain sever exampl real world applic
ENGIN 210B,energi system engin,1 Unit,Terms offered: Prior to 2007,climat chang arguabl preemin issu time the transit clean energi societi help avoid worst impact climat chang the energi system engin role deepli understand challeng develop creativ technic solut thi cours provid student introduct technic fundament clean energi challeng opportun challeng includ urban renew energi integr sector
ENGIN 211A,nexu water land energi sustain world,1 Unit,Terms offered: Prior to 2007,are run energi land water although total land area volum water remain constant use pressur energi consumpt also increas grow popul increas demand food expand citi quest energi industri irrat polici contribut toward global local stress we explor challeng avail water energi land well potenti solut
ENGIN 211B,manufactur climat emerg,1 Unit,Terms offered: Prior to 2007,the current rapid evolut manufactur technolog reshap object produc the emerg increasingli sophist addit manufactur process coupl autom mean mass custom decentr product complex geometri materi combin attain ever environment impact new way transform materi challeng quantifi
ENGIN 212,the physic technolog,1 Unit,Terms offered: Prior to 2007,the physic water ow enabl element technolog new old the physic concept straightforward requir care treatment get meaning result water ow thi water show pattern emerg sum mani small motion predict easili the challeng work engin manag know emerg pattern reliabl extrapol one system anoth
ENGIN 215A,nuclear energi environ,1 Unit,Terms offered: Prior to 2007,electr product nuclear energi highli concentr free
ENGIN 216B,soil liquefact trigger consequ mitig,1 Unit,Terms offered: Prior to 2007,one lead caus damag earthquak soil liquefact it devast consequ critic infrastructur dam port lifelin thi cours serv introduct phenomenon soil liquefact well detail simpli ed advanc method analys speci calli phenomenon present well empir mechanist method determin soil liquefact trigger
ENGIN 217B,ocean engin a crash cours,1 Unit,Terms offered: Prior to 2007,ocean engin gain renew flood attent energi compani oil mine
ENGIN 222,molecular imag method r d clinic trial emerg molecular therapi,1 Unit,Terms offered: Prior to 2007,thi cours design introduct grow world molecular imag medicin research the current con uenc increas understand genet di erenc mitig drug respons alongsid substanti innov target molecular therapeut includ gene edit approach repres ection point use molecular imag
ENGIN 223,radiopharmaceut from radiat biophys clinic,1 Unit,Terms offered: Prior to 2007,thi introductori cours scienc behind radiopharmaceut develop also cover emerg topic field includ new excit method diseas treatment diagnosi the cours tailor broad audienc
ENGIN 224B,introduct neurophysiolog,1 Unit,Terms offered: Prior to 2007,the brain spectacular yet mysteri organ bodi it control everi action make determin exce capac exist comput the cours provid student detail descript basic principl brain function neurophysiolog the cours start cellular resolut expand view vision auditori motor memori system underscor share
ENGIN 230,method appli mathemat,3 Units,"Terms offered: Fall 2015, Fall 2014, Fall 2013",topic includ complex variabl method contour integr solut laplac equat via analyt function theori asymptot method evalu integr solv differenti equat introduct calculu variat applic introductori integr equat the cours intend expos student engin physic scienc rang method solv equat associ mathemat model
ENGIN 231,mathemat method engin,3 Units,"Terms offered: Fall 2019, Fall 2018, Fall 2017",thi cours offer integr treatment three topic essenti modern engin linear algebra random process optim these topic cover rapidli separ undergradu cours cover materi draw engin exampl motiv the stress proof comput aspect also highlight it intend engin student whose research focu
